1,1
2,6
3,4
4,4
5,4
6,6
7,6
8,6
9,6
10,6
11,1
12,4
13,1
14,6
15,1
16,1
17,4
18,1
19,1
20,6
21,6
22,6
23,6
24,4
25,6
26,4
27,4
28,3
29,6
30,4
31,6
32,3
33,4
34,4
35,1
36,1
37,1
38,1
39,1
40,6
41,6
42,6
43,1
44,6
45,6
46,4
47,1
48,1
49,4
50,1
51,6
52,6
53,6
54,3
55,4
56,6
57,4
58,3
59,6
60,4
61,6
62,3
63,4
64,4
65,1
66,2
67,6
68,1
69,3
70,3
71,3
72,6
73,4
74,3
75,1
76,5
77,1
78,4
79,1
80,1
81,3
82,3
83,1
84,4
85,5
86,2
87,2
88,3
89,6
90,3
91,3
92,1
93,1
94,1
95,3
96,2
97,3
98,6
99,4
100,1
101,4
102,3
103,1
104,1
105,1
106,4
107,6
108,4
109,3
110,4
111,2
112,3
113,4
114,6
115,3
116,3
117,2
118,3
119,1
120,6
121,1
122,4
123,3
124,3
125,4
126,3
127,1
128,5
129,6
130,1
131,4
132,3
133,4
134,1
135,2
136,1
137,1
138,4
139,4
140,4
141,3
142,3
143,1
144,1
145,1
146,3
147,4
148,6
149,1
150,4
151,3
152,1
153,1
154,1
155,4
156,4
157,1
158,1
159,1
160,1
161,4
162,4
163,1
164,1
165,1
166,6
167,3
168,4
169,3
170,1
171,1
172,1
173,1
174,1
175,1
176,6
177,6
178,1
179,1
180,3
181,3
182,6
183,3
184,4
185,6
186,1
187,3
188,4
189,1
190,4
191,3
192,1
193,3
194,3
195,4
196,4
197,1
198,1
199,4
200,4
201,1
202,1
203,3
204,4
205,4
206,1
207,6
208,4
209,6
210,1
211,3
212,3
213,4
214,3
215,1
216,4
217,6
218,1
219,3
220,4
221,3
222,4
223,4
224,1
225,3
226,3
227,4
228,3
229,6
230,3
231,6
232,6
233,3
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,3
245,1
246,3
247,3
248,3
249,3
250,1
251,6
252,1
253,1
254,4
255,3
256,4
257,4
258,3
259,1
260,4
261,3
262,4
263,3
264,3
265,6
266,4
267,4
268,1
269,3
270,6
271,1
272,4
273,1
274,4
275,1
276,4
277,1
278,1
279,1
280,6
281,1
282,1
283,5
284,4
285,4
286,3
287,4
288,6
289,4
290,6
291,6
292,4
293,4
294,4
295,1
296,1
297,1
298,3
299,3
300,4
301,1
302,3
303,3
304,3
305,4
306,3
307,6
308,3
309,3
310,1
311,4
312,3
313,1
314,1
315,1
316,6
317,1
318,4
319,3
320,3
321,5
322,1
323,6
324,1
325,3
326,6
327,6
328,3
329,6
330,6
331,4
332,4
333,4
334,3
335,4
336,1
337,4
338,4
339,1
340,6
341,6
342,1
343,3
344,1
345,6
346,6
347,1
348,3
349,6
350,4
351,6
352,1
353,3
354,4
355,4
356,6
357,3
358,3
359,4
360,3
361,4
362,6
363,6
364,1
365,6
366,3
367,1
368,6
369,1
370,1
371,3
372,6
373,6
374,6
375,4
376,4
377,6
378,3
379,4
380,4
381,6
382,4
383,6
384,4
385,4
386,6
387,6
388,4
389,4
390,6
391,6
392,6
393,3
394,6
395,6
396,1
397,3
398,4
399,3
400,1
401,6
402,6
403,6
404,6
405,6
406,1
407,3
408,4
409,4
410,4
411,4
412,1
413,1
414,4
415,6
416,1
417,4
418,1
419,1
420,3
421,1
422,4
423,4
424,1
425,3
426,1
427,4
428,6
429,4
430,6
431,3
432,1
433,4
434,3
435,4
436,6
437,1
438,6
439,6
440,4
441,1
442,5
443,4
444,1
445,1
446,1
447,1
448,1
449,3
450,4
451,1
452,4
453,4
454,3
455,4
456,4
457,4
458,4
459,1
460,6
461,4
462,3
463,3
464,6
465,4
466,1
467,1
468,1
469,4
470,6
471,1
472,1
473,1
474,1
475,1
476,4
477,1
478,6
479,3
480,3
481,3
482,1
483,3
484,4
485,4
486,4
487,1
488,1
489,6
490,3
491,1
492,4
493,4
494,4
495,1
496,3
497,4
498,3
499,6
500,6
501,4
502,4
503,3
504,1
505,1
506,6
507,1
508,3
509,1
510,1
511,1
512,4
513,1
514,1
515,6
516,1
517,4
518,1
519,6
520,1
521,6
522,3
523,1
524,4
525,4
526,1
527,4
528,1
529,3
530,4
531,4
532,3
533,3
534,4
535,3
536,6
537,1
538,1
539,6
540,4
541,3
542,6
543,4
544,6
545,3
546,1
547,4
548,4
549,3
550,4
551,1
552,4
553,4
554,4
555,1
556,4
557,6
558,3
559,6
560,6
561,6
562,6
563,1
564,6
565,6
566,3
567,4
568,6
569,1
570,1
571,4
572,6
573,3
574,1
575,1
576,3
577,1
578,1
579,1
580,1
581,1
582,4
583,6
584,4
585,3
586,6
587,1
588,4
589,6
590,3
591,1
592,4
593,3
594,1
595,1
596,4
597,6
598,3
599,3
600,4
601,1
602,3
603,1
604,4
605,6
606,6
607,6
608,6
609,6
610,1
611,4
612,6
613,4
614,4
615,6
616,1
617,3
618,1
619,1
620,1
621,1
622,1
623,6
624,4
625,6
626,6
627,4
628,4
629,3
630,6
631,1
632,4
633,6
634,6
635,3
636,1
637,6
638,3
639,1
640,3
641,3
642,3
643,3
644,3
645,1
646,6
647,6
648,4
649,1
650,1
651,2
652,1
653,3
654,3
655,4
656,6
657,1
658,6
659,6
660,4
661,4
662,3
663,6
664,6
665,4
666,6
667,4
668,3
669,3
670,6
671,3
672,3
673,4
674,1
675,2
676,6
677,4
678,4
679,1
680,3
681,6
682,1
683,4
684,4
685,1
686,1
687,4
688,4
689,4
690,3
691,3
692,6
693,1
694,1
695,3
696,4
697,6
698,4
699,6
700,3
701,3
702,4
703,1
704,4
705,1
706,4
707,4
708,1
709,4
710,3
711,6
712,4
713,1
714,6
715,6
716,6
717,6
718,3
719,4
720,3
721,1
722,3
723,3
724,1
725,1
726,3
727,1
728,6
729,1
730,1
731,3
732,4
733,1
734,6
735,3
736,3
737,3
738,1
739,3
740,1
741,6
742,6
743,4
744,6
745,1
746,3
747,6
748,3
749,4
750,3
751,3
752,3
753,3
754,6
755,3
756,4
757,6
758,6
759,1
760,1
761,1
762,6
763,3
764,6
765,6
766,1
767,1
768,1
769,1
770,6
771,1
772,1
773,1
774,3
775,6
776,1
777,6
778,3
779,3
780,1
781,4
782,1
783,3
784,3
785,6
786,3
787,6
788,1
789,2
790,4
791,6
792,6
793,4
794,3
795,4
796,3
797,3
798,4
799,4
800,6
801,6
802,6
803,3
804,5
805,1
806,1
807,2
808,3
809,6
810,3
811,6
812,6
813,3
814,3
815,6
816,1
817,1
818,2
819,1
820,1
821,3
822,1
823,1
824,3
825,6
826,6
827,6
828,3
829,3
830,3
831,3
832,6
833,4
834,1
835,3
836,4
837,3
838,6
839,3
840,6
841,4
842,3
843,4
844,3
845,3
846,3
847,3
848,6
849,6
850,3
851,6
852,3
853,1
854,1
855,4
856,1
857,4
858,4
859,6
860,3
861,1
862,4
863,1
864,6
865,6
866,4
867,6
868,1
869,6
870,3
871,6
872,4
873,6
874,4
875,6
876,4
877,6
878,4
879,1
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,1
888,6
889,6
890,6
891,4
892,3
893,6
894,1
895,6
896,3
897,6
898,3
899,4
900,1
901,6
902,3
903,6
904,1
905,4
906,1
907,6
908,6
909,6
910,3
911,1
912,6
913,3
914,6
915,6
916,3
917,6
918,1
919,6
920,4
921,6
922,3
923,4
924,1
925,1
926,3
927,3
928,6
929,1
930,4
931,4
932,4
933,4
934,1
935,1
936,1
937,1
938,4
939,1
940,1
941,1
942,4
943,4
944,4
945,3
946,3
947,4
948,6
949,3
950,1
951,3
952,1
953,3
954,6
955,4
956,6
957,3
958,4
959,6
960,4
961,3
962,4
963,4
964,3
965,1
966,6
967,6
968,1
969,3
970,1
971,6
972,6
973,1
974,1
975,1
976,4
977,4
978,6
979,4
980,6
981,6
982,6
983,4
984,6
985,3
986,4
987,6
988,6
989,6
990,3
991,4
992,6
993,4
994,1
995,3
996,1
997,3
998,4
999,4
1000,6
1001,6
1002,4
1003,6
1004,4
1005,1
1006,6
1007,6
1008,6
1009,4
1010,3
1011,6
1012,1
1013,6
1014,6
1015,1
1016,1
1017,3
1018,6
1019,6
1020,1
1021,1
1022,6
1023,6
1024,6
1025,4
1026,1
1027,4
1028,4
1029,1
1030,1
1031,4
1032,1
1033,6
1034,6
1035,6
1036,6
1037,6
1038,6
1039,1
1040,1
1041,1
1042,6
1043,6
1044,4
1045,6
1046,4
1047,4
1048,1
1049,6
1050,4
1051,6
1052,6
1053,6
1054,1
1055,1
1056,6
1057,3
1058,6
1059,6
1060,4
1061,6
1062,3
1063,4
1064,6
1065,6
1066,6
1067,6
1068,4
1069,4
1070,1
1071,6
1072,6
1073,4
1074,3
1075,6
1076,4
1077,6
1078,4
1079,4
1080,4
1081,4
1082,1
1083,1
1084,1
1085,4
1086,6
1087,6
1088,6
1089,1
1090,3
1091,1
1092,6
1093,4
1094,6
1095,4
1096,1
1097,1
1098,6
1099,6
1100,6
1101,6
1102,4
1103,3
1104,1
1105,1
1106,3
1107,3
1108,6
1109,1
1110,6
1111,3
1112,6
1113,4
1114,4
1115,1
1116,1
1117,3
1118,4
1119,6
1120,6
1121,1
1122,3
1123,6
1124,6
1125,4
1126,6
1127,6
1128,1
1129,1
1130,6
1131,4
1132,3
1133,1
1134,6
1135,3
1136,6
1137,3
1138,1
1139,1
1140,6
1141,6
1142,6
1143,4
1144,1
1145,1
1146,6
1147,6
1148,1
1149,4
1150,4
1151,4
1152,1
1153,1
1154,6
1155,6
1156,4
1157,4
1158,5
1159,6
1160,3
1161,3
1162,1
1163,4
1164,3
1165,3
1166,1
1167,1
1168,6
1169,1
1170,1
1171,1
1172,6
1173,4
1174,4
1175,1
1176,4
1177,4
1178,4
1179,4
1180,4
1181,4
1182,4
1183,1
1184,4
1185,4
1186,4
1187,6
1188,6
1189,6
1190,6
1191,1
1192,2
1193,4
1194,6
1195,3
1196,1
1197,1
1198,6
1199,6
1200,4
1201,1
1202,1
1203,6
1204,6
1205,4
1206,4
1207,4
1208,4
1209,4
1210,2
1211,1
1212,6
1213,6
1214,1
1215,1
1216,1
1217,3
1218,1
1219,1
1220,3
1221,4
1222,3
1223,1
1224,6
1225,4
1226,4
1227,6
1228,4
1229,4
1230,2
1231,6
1232,6
1233,6
1234,3
1235,6
1236,1
1237,6
1238,6
1239,4
1240,1
1241,1
1242,3
1243,3
1244,3
1245,3
1246,4
1247,4
1248,4
1249,4
1250,4
1251,4
1252,1
1253,1
1254,1
1255,3
1256,4
1257,1
1258,4
1259,1
1260,3
1261,6
1262,6
1263,1
1264,1
1265,3
1266,3
1267,6
1268,4
1269,3
1270,6
1271,4
1272,1
1273,1
1274,5
1275,6
1276,1
1277,3
1278,3
1279,5
1280,3
1281,4
1282,6
1283,3
1284,4
1285,4
1286,1
1287,3
1288,3
1289,6
1290,1
1291,4
1292,6
1293,1
1294,3
1295,4
1296,3
1297,6
1298,6
1299,3
1300,6
1301,3
1302,6
1303,4
1304,3
1305,2
1306,6
1307,3
1308,4
1309,3
1310,6
1311,3
1312,6
1313,4
1314,4
1315,1
1316,6
1317,3
1318,3
1319,6
1320,3
1321,3
1322,3
1323,1
1324,3
1325,1
1326,1
1327,4
1328,1
1329,1
1330,6
1331,4
1332,4
1333,4
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,3
1342,3
1343,3
1344,6
1345,3
1346,1
1347,1
1348,6
1349,1
1350,3
1351,3
1352,4
1353,6
1354,6
1355,4
1356,3
1357,3
1358,1
1359,6
1360,3
1361,6
1362,3
1363,4
1364,6
1365,1
1366,1
1367,4
1368,6
1369,3
1370,6
1371,6
1372,1
1373,3
1374,3
1375,3
1376,1
1377,3
1378,6
1379,4
1380,1
1381,6
1382,4
1383,4
1384,3
1385,6
1386,1
1387,6
1388,1
1389,1
1390,3
1391,6
1392,1
1393,6
1394,3
1395,4
1396,1
1397,1
1398,3
1399,4
1400,4
1401,4
1402,3
1403,1
1404,3
1405,1
1406,4
1407,3
1408,4
1409,6
1410,4
1411,6
1412,6
1413,4
1414,4
1415,6
1416,3
1417,6
1418,6
1419,3
1420,6
1421,3
1422,1
1423,1
1424,1
1425,3
1426,1
1427,3
1428,1
1429,6
1430,3
1431,6
1432,1
1433,4
1434,3
1435,3
1436,3
1437,1
1438,4
1439,3
1440,4
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,3
1449,3
1450,4
1451,3
1452,4
1453,6
1454,6
1455,1
1456,4
1457,1
1458,1
1459,6
1460,6
1461,4
1462,3
1463,6
1464,6
1465,4
1466,1
1467,4
1468,6
1469,1
1470,3
1471,1
1472,6
1473,6
1474,3
1475,6
1476,6
1477,6
1478,1
1479,1
1480,1
1481,4
1482,3
1483,1
1484,6
1485,6
1486,6
1487,4
1488,6
1489,1
1490,1
1491,1
1492,4
1493,1
1494,3
1495,6
1496,3
1497,3
1498,4
1499,4
1500,4
1501,3
1502,6
1503,4
1504,6
1505,3
1506,6
1507,6
1508,1
1509,4
1510,6
1511,1
1512,1
1513,6
1514,6
1515,6
1516,6
1517,1
1518,3
1519,1
1520,6
1521,1
1522,4
1523,4
1524,6
1525,6
1526,6
1527,3
1528,4
1529,1
1530,4
1531,4
1532,4
1533,3
1534,1
1535,6
1536,4
1537,3
1538,6
1539,3
1540,1
1541,1
1542,1
1543,3
1544,3
1545,3
1546,3
1547,1
1548,1
1549,6
1550,4
1551,4
1552,4
1553,6
1554,1
1555,3
1556,4
1557,1
1558,3
1559,6
1560,3
1561,6
1562,3
1563,4
1564,4
1565,1
1566,6
1567,6
1568,4
1569,6
1570,3
1571,3
1572,6
1573,6
1574,3
1575,3
1576,6
1577,3
1578,4
1579,3
1580,4
1581,4
1582,4
1583,1
1584,3
1585,1
1586,1
1587,4
1588,4
1589,1
1590,6
1591,1
1592,1
1593,4
1594,6
1595,1
1596,6
1597,1
1598,3
1599,1
1600,6
1601,3
1602,1
1603,1
1604,3
1605,1
1606,1
1607,3
1608,1
1609,6
1610,6
1611,6
1612,1
1613,3
1614,6
1615,6
1616,1
1617,3
1618,4
1619,4
1620,1
1621,1
1622,3
1623,1
1624,4
1625,4
1626,4
1627,6
1628,3
1629,6
1630,6
1631,1
1632,4
1633,1
1634,3
1635,1
1636,1
1637,3
1638,1
1639,4
1640,3
1641,4
1642,1
1643,4
1644,4
1645,1
1646,1
1647,4
1648,1
1649,1
1650,4
1651,3
1652,3
1653,4
1654,4
1655,6
1656,4
1657,1
1658,1
1659,1
1660,6
1661,4
1662,3
1663,3
1664,3
1665,1
1666,1
1667,3
1668,3
1669,1
1670,1
1671,6
1672,3
1673,3
1674,6
1675,3
1676,1
1677,6
1678,4
1679,6
1680,1
1681,4
1682,4
1683,1
1684,4
1685,4
1686,6
1687,6
1688,6
1689,6
1690,5
1691,1
1692,4
1693,4
1694,4
1695,1
1696,1
1697,4
1698,5
1699,4
1700,6
1701,6
1702,3
1703,4
1704,1
1705,1
1706,6
1707,1
1708,1
1709,1
1710,3
1711,6
1712,4
1713,1
1714,1
1715,6
1716,1
1717,1
1718,5
1719,6
1720,1
1721,4
1722,3
1723,1
1724,6
1725,6
1726,1
1727,6
1728,1
1729,6
1730,3
1731,6
1732,3
1733,6
1734,1
1735,4
1736,1
1737,1
1738,1
1739,4
1740,6
1741,4
1742,1
1743,1
1744,1
1745,6
1746,6
1747,1
1748,6
1749,6
1750,6
1751,3
1752,3
1753,1
1754,3
1755,3
1756,5
1757,6
1758,6
1759,6
1760,4
1761,4
1762,4
1763,3
1764,6
1765,1
1766,4
1767,1
1768,4
1769,6
1770,4
1771,4
1772,4
1773,4
1774,4
1775,1
1776,1
1777,4
1778,4
1779,4
1780,3
1781,1
1782,6
1783,1
1784,4
1785,1
1786,1
1787,1
1788,1
1789,1
1790,6
1791,1
1792,3
1793,6
1794,6
1795,1
1796,1
1797,6
1798,6
1799,3
1800,6
1801,3
1802,1
1803,4
1804,3
1805,6
1806,5
1807,1
1808,4
1809,6
1810,3
1811,3
1812,6
1813,6
1814,3
1815,1
1816,3
